index,score
"(0, '9921')",0.46041289
"(0, '23514')",0.007240297
"(0, '9251')",0.046533562
"(0, '20559')",0.013477631
"(0, '31957')",0.008231869
"(0, '26931')",0.007548545
"(0, '22315')",0.478447825
"(0, '38736')",0.011439431
"(0, '32857')",0.009319156
"(0, '42473')",0.009143756
"(0, '26780')",0.006984233
"(0, '17569')",0.265632302
"(0, '19202')",0.019636041
"(0, '38105')",0.402905256
"(0, '41863')",0.435819179
"(4852, '33373')",0.009505459
"(4852, '3732')",0.163288981
"(4852, '7290')",0.008491043
"(4852, '43509')",0.005822537
"(4852, '9638')",0.005223497
"(4852, '13562')",0.007633932
"(4852, '5454')",0.008843626
"(4852, '9938')",0.007733416
"(4852, '13008')",0.00624026
"(4852, '2959')",0.039701868
"(4852, '36088')",0.013256885
"(4852, '3061')",0.005431619
"(4852, '42652')",0.011992189
"(4852, '17272')",0.006744888
"(4852, '36079')",0.470944643
"(4852, '42598')",0.156562522
"(4852, '23254')",0.055846985
"(4852, '24607')",0.005304083
"(4852, '12301')",0.020713761
"(4852, '28359')",0.004577993
"(4852, '41318')",0.007079441
"(4852, '7440')",0.030802285
"(4852, '13217')",0.006424997
"(4852, '18105')",0.00825585
"(4852, '32438')",0.014966702
"(4852, '43040')",0.016746422
"(4852, '3830')",0.414413661
"(4852, '13817')",0.007519049
"(4852, '1191')",0.006193066
"(4852, '29535')",0.006483768
"(4852, '37033')",0.03994495
"(4852, '13024')",0.008148731
"(4852, '39508')",0.2188714
"(4852, '3338')",0.006365829
"(4852, '978')",0.006512681
"(4852, '17630')",0.012440776
"(4852, '4682')",0.009796925
"(4852, '12720')",0.00506834
"(4852, '4183')",0.011897649
"(4852, '13169')",0.006074558
"(4852, '12437')",0.387947351
"(4852, '1265')",0.005689396
"(4852, '217')",0.005609712
"(4852, '5010')",0.005906013
"(4852, '16633')",0.005032813
"(4852, '10575')",0.106408074
"(4852, '40140')",0.111392327
"(4852, '7926')",0.049083002
"(4852, '40139')",0.102968365
"(4852, '20543')",0.01049957
"(4852, '36254')",0.004602972
"(4852, '12988')",0.0090286
"(4852, '23954')",0.00568746
"(4852, '2282')",0.025081994
"(4852, '11925')",0.010614946
"(4852, '7891')",0.125732943
"(4852, '3958')",0.006595343
"(4852, '16272')",0.011535607
"(4852, '8642')",0.020588491
"(4852, '30294')",0.00617677
"(4852, '25265')",0.009655044
"(4852, '18710')",0.005154715
"(4852, '39509')",0.242542252
"(4852, '31505')",0.008875406
"(4852, '24923')",0.006669661
"(4852, '4386')",0.010876155
"(4852, '96')",0.006759948
"(4852, '14242')",0.171150357
"(4852, '2235')",0.009418363
"(4852, '29400')",0.215706319
"(4852, '25718')",0.008082556
"(4852, '19744')",0.01453405
"(4852, '38162')",0.02671379
"(4852, '35488')",0.107979655
"(4852, '13087')",0.012337448
"(4852, '34541')",0.008820163
"(4852, '35541')",0.005112138
"(4852, '32293')",0.008534569
"(4852, '31998')",0.005705609
"(4852, '35611')",0.007241081
"(4852, '20074')",0.012986457
"(4852, '1834')",0.029225828
"(4852, '4584')",0.128603294
"(4852, '71')",0.005511312
"(4852, '40744')",0.006296337
"(4852, '1201')",0.005667193
"(4852, '14529')",0.005886119
"(4852, '11077')",0.014263814
"(4852, '23483')",0.006885294
"(4852, '39836')",0.009459345
"(4852, '6607')",0.096552737
"(4852, '22249')",0.008659539
"(4852, '36009')",0.068437077
"(4852, '34775')",0.007734513
"(4852, '14218')",0.410594016
"(4852, '41078')",0.006854345
"(4852, '1112')",0.009480079
"(4852, '43026')",0.005778454
"(4852, '40537')",0.113101922
"(4852, '38995')",0.006210391
"(861, '18780')",0.00714469
"(861, '11730')",0.007757452
"(861, '37631')",0.00653168
"(861, '16529')",0.006939812
"(861, '20002')",0.01153059
"(861, '35153')",0.545433104
"(861, '32011')",0.565847874
"(861, '4756')",0.008162837
"(861, '38880')",0.006071833
"(861, '6904')",0.590062678
"(861, '28692')",0.009984122
"(861, '14761')",0.005650505
"(861, '22216')",0.315023035
"(861, '16131')",0.00726065
"(861, '27423')",0.008583396
"(861, '33394')",0.594309866
"(861, '12878')",0.007203896
"(861, '38358')",0.006497513
"(861, '10440')",0.007189008
"(861, '30060')",0.438691348
"(861, '283')",0.445255369
"(861, '33032')",0.00661085
"(861, '18258')",0.00626453
"(861, '34910')",0.007528509
"(861, '21986')",0.010565289
"(861, '31143')",0.287517339
"(861, '41390')",0.585114777
"(861, '8632')",0.541221201
"(861, '28593')",0.588405967
"(861, '22690')",0.006187006
"(861, '37043')",0.008790075
"(861, '23523')",0.585249722
"(861, '31931')",0.56133461
"(861, '15215')",0.57641685
"(861, '32246')",0.598025203
"(861, '41750')",0.610146105
"(861, '22650')",0.006353113
"(861, '36805')",0.006292856
"(861, '16821')",0.57746768
"(861, '37269')",0.560248256
"(861, '15420')",0.00838594
"(861, '13444')",0.591739476
"(861, '17530')",0.007373936
"(861, '15751')",0.005946479
"(861, '18526')",0.008043818
"(861, '17894')",0.007445613
"(861, '662')",0.026350239
"(861, '7508')",0.007799972
"(861, '9961')",0.009237983
"(861, '3750')",0.026596108
"(861, '23442')",0.010405594
"(861, '31185')",0.586846471
"(861, '26521')",0.008181021
"(861, '1387')",0.006857004
"(861, '38493')",0.005833168
"(861, '16218')",0.570404291
"(861, '6095')",0.567268491
"(861, '39038')",0.009040622
"(861, '9753')",0.595098913
"(861, '8218')",0.005669641
"(861, '32880')",0.597958684
"(861, '3800')",0.005836308
"(861, '25794')",0.584474862
"(861, '40200')",0.007378408
"(861, '32643')",0.586671293
"(861, '35636')",0.009338912
"(861, '4154')",0.006021113
"(861, '20984')",0.576722503
"(861, '23864')",0.005363934
"(861, '30947')",0.428151369
"(861, '19515')",0.00869195
"(861, '24611')",0.010490536
"(861, '5644')",0.563301504
"(861, '30644')",0.573473811
"(861, '14153')",0.58905375
"(861, '3709')",0.005787198
"(861, '5853')",0.600337148
"(861, '31050')",0.596500993
"(861, '30073')",0.007501921
"(861, '16274')",0.578543842
"(861, '42496')",0.579951465
"(861, '29508')",0.00632566
"(861, '14909')",0.012363163
"(861, '20809')",0.021228228
"(861, '10871')",0.009049028
"(861, '35521')",0.604152262
"(861, '8478')",0.007533617
"(861, '21335')",0.006824698
"(861, '19105')",0.013593826
"(861, '10942')",0.006292001
"(861, '16334')",0.129778281
"(861, '4874')",0.010007427
"(861, '10133')",0.007510716
"(861, '428')",0.598558009
"(861, '10413')",0.005666148
"(861, '25922')",0.56157124
"(861, '3150')",0.561391175
"(861, '12099')",0.596589744
"(861, '2245')",0.007362612
"(861, '9344')",0.024480326
"(836, '6458')",0.572947979
"(836, '17823')",0.387739331
"(836, '40449')",0.568810046
"(836, '9328')",0.007221248
"(836, '24880')",0.011248888
"(836, '43143')",0.006595921
"(836, '37348')",0.005693087
"(836, '13058')",0.005992304
"(836, '29670')",0.006395699
"(836, '38074')",0.005869402
"(836, '4573')",0.011668574
"(836, '20593')",0.309237272
"(836, '24205')",0.006715634
"(836, '5086')",0.006421743
"(836, '11531')",0.565755188
"(836, '37982')",0.487957031
"(836, '42783')",0.5323385
"(836, '9538')",0.504566014
"(836, '24027')",0.008519428
"(836, '16780')",0.007907778
"(836, '25707')",0.457979769
"(836, '11388')",0.006600581
"(836, '42637')",0.00763363
"(836, '38634')",0.005647132
"(836, '42212')",0.007610329
"(836, '7013')",0.006024907
"(836, '38230')",0.568819046
"(836, '17374')",0.007701187
"(836, '4194')",0.446466029
"(836, '32864')",0.580043495
"(836, '37983')",0.440521061
"(836, '28737')",0.00931402
"(836, '27854')",0.008194953
"(836, '37388')",0.006829457
"(836, '1430')",0.024257326
"(836, '37838')",0.011975031
"(836, '15923')",0.572640598
"(836, '30733')",0.300997943
"(836, '35586')",0.006190769
"(836, '42845')",0.007288125
"(836, '27633')",0.009425354
"(836, '5640')",0.495506346
"(836, '16782')",0.006905179
"(836, '13772')",0.006717712
"(836, '31758')",0.530012608
"(836, '18106')",0.005257682
"(836, '40511')",0.006248956
"(836, '16904')",0.352144182
"(836, '16114')",0.574673951
"(836, '36240')",0.47107482
"(836, '5469')",0.006124404
"(836, '29060')",0.00546303
"(836, '21950')",0.371563733
"(836, '31600')",0.005649404
"(836, '12087')",0.524329722
"(836, '32643')",0.54629761
"(836, '32115')",0.008978087
"(836, '17637')",0.327311754
"(836, '36806')",0.345465779
"(836, '13410')",0.00966686
"(836, '36032')",0.007446194
"(836, '10827')",0.496392488
"(836, '14485')",0.011904401
"(836, '30014')",0.445733905
"(836, '22112')",0.577855885
"(836, '42698')",0.009724759
"(836, '29976')",0.006933351
"(836, '4972')",0.574889183
"(836, '1493')",0.005327122
"(836, '40176')",0.007531125
"(836, '23655')",0.006441189
"(836, '37865')",0.006677534
"(836, '8068')",0.57154274
"(836, '13932')",0.005901827
"(836, '9040')",0.006495663
"(836, '35820')",0.01003352
"(836, '39917')",0.073316775
"(836, '20340')",0.006577926
"(836, '715')",0.008167065
"(836, '28943')",0.005526088
"(836, '3696')",0.01738291
"(836, '24669')",0.286928117
"(836, '21481')",0.006196395
"(836, '22796')",0.006356889
"(836, '35833')",0.550663888
"(836, '23680')",0.006390249
"(836, '36640')",0.590422988
"(836, '23527')",0.006626194
"(836, '2597')",0.020007597
"(836, '19282')",0.021666918
"(836, '4258')",0.005194227
"(836, '5081')",0.517291844
"(836, '10878')",0.279402792
"(836, '326')",0.006070607
"(836, '26980')",0.006119245
"(836, '20269')",0.007791304
"(836, '28449')",0.007001193
"(836, '29745')",0.005859138
"(836, '5042')",0.561072767
"(836, '13001')",0.571199477
"(16, '20603')",0.249799579
"(16, '41405')",0.00871129
"(16, '17534')",0.067367107
"(16, '26308')",0.017463721
"(16, '19913')",0.008993335
"(16, '31368')",0.006657134
"(16, '24388')",0.073549241
"(16, '26202')",0.006573803
"(16, '34761')",0.06334345
"(16, '38675')",0.058031008
"(16, '15181')",0.171732336
"(16, '16926')",0.018144207
"(16, '18890')",0.110624939
"(16, '31852')",0.01113604
"(16, '11211')",0.108717114
"(16, '32009')",0.007077605
"(16, '12217')",0.189980984
"(16, '12907')",0.008827523
"(16, '5958')",0.006040352
"(16, '6892')",0.005522273
"(16, '28615')",0.009057913
"(16, '2040')",0.005811777
"(16, '43249')",0.076249041
"(16, '29844')",0.007058674
"(16, '40890')",0.006179141
"(16, '17436')",0.007692399
"(16, '15451')",0.075851656
"(16, '15903')",0.007993581
"(16, '31961')",0.007642398
"(16, '31802')",0.005385015
"(16, '28724')",0.007086664
"(16, '26361')",0.008072022
"(16, '1508')",0.202002063
"(16, '18706')",0.027429305
"(16, '31717')",0.011468333
"(16, '35059')",0.0066704
"(16, '9382')",0.005580624
"(16, '16485')",0.004210615
"(16, '31005')",0.005617319
"(16, '19578')",0.007741444
"(16, '17310')",0.00918982
"(16, '2283')",0.006611702
"(16, '43516')",0.026335441
"(16, '9405')",0.005909124
"(16, '22469')",0.006435352
"(16, '28290')",0.049264986
"(16, '26743')",0.006095011
"(16, '27997')",0.008929888
"(16, '41603')",0.006816907
"(16, '43328')",0.047403067
"(16, '39326')",0.090703785
"(16, '43610')",0.011338033
"(16, '6473')",0.02462383
"(16, '4232')",0.014997827
"(16, '35262')",0.07025031
"(16, '24542')",0.013546937
"(16, '10686')",0.006881596
"(16, '39309')",0.098546408
"(16, '16167')",0.012381557
"(16, '40362')",0.094767176
"(16, '36463')",0.027093377
"(16, '40060')",0.49110055
"(16, '15483')",0.077852719
"(16, '41321')",0.005792912
"(16, '40816')",0.009157946
"(16, '11194')",0.006478898
"(16, '21791')",0.007067699
"(16, '16304')",0.006926496
"(16, '40862')",0.005346577
"(16, '19799')",0.147569239
"(16, '27655')",0.226076752
"(16, '5172')",0.005151728
"(16, '12164')",0.00700549
"(16, '38346')",0.005780221
"(16, '30216')",0.020721965
"(16, '8355')",0.005390176
"(16, '6483')",0.006090818
"(16, '31050')",0.007337896
"(16, '19341')",0.006088269
"(16, '16746')",0.005930077
"(16, '12842')",0.00690121
"(16, '40148')",0.078637376
"(16, '37220')",0.00507278
"(16, '1921')",0.006832177
"(16, '15571')",0.009918661
"(16, '30369')",0.088131525
"(16, '6307')",0.006690433
"(16, '15422')",0.008621032
"(16, '13295')",0.017409099
"(16, '12841')",0.100879282
"(16, '40059')",0.492212266
"(16, '6742')",0.010699288
"(16, '10824')",0.008258954
"(16, '34775')",0.016138323
"(16, '25803')",0.006852719
"(16, '30306')",0.006471106
"(16, '35543')",0.005886605
"(16, '23820')",0.01895739
"(16, '6351')",0.009665208
"(16, '43364')",0.046401747
"(27, '39262')",0.124734141
"(27, '925')",0.040736802
"(27, '19833')",0.104152605
"(27, '41605')",0.011912424
"(27, '35763')",0.020021206
"(27, '10870')",0.008129564
"(27, '38406')",0.03960738
"(27, '15230')",0.009803414
"(27, '7824')",0.009145605
"(27, '35642')",0.02777995
"(27, '2468')",0.008516693
"(27, '9339')",0.468922466
"(27, '37926')",0.010181166
"(27, '40166')",0.021509251
"(27, '28935')",0.023325782
"(27, '27426')",0.017137093
"(27, '26499')",0.041078236
"(27, '3380')",0.008909127
"(27, '24798')",0.061874852
"(27, '34931')",0.020371921
"(27, '19327')",0.065842897
"(27, '5025')",0.323362231
"(27, '22389')",0.012949441
"(27, '32237')",0.069597147
"(27, '7435')",0.028939297
"(27, '39116')",0.223932192
"(27, '7680')",0.023447873
"(27, '22548')",0.00716881
"(27, '6155')",0.058933794
"(27, '40344')",0.019904975
"(27, '41870')",0.021795958
"(27, '40887')",0.04843362
"(27, '13423')",0.021133674
"(27, '29369')",0.012077664
"(27, '10707')",0.011165995
"(27, '2198')",0.076084532
"(27, '29839')",0.019341931
"(27, '6108')",0.013135766
"(27, '30009')",0.05821215
"(27, '21235')",0.007711385
"(27, '18104')",0.068004325
"(27, '7077')",0.019641722
"(27, '9830')",0.020683551
"(27, '42916')",0.026737165
"(27, '29525')",0.01261887
"(27, '14039')",0.014068455
"(27, '10895')",0.011618184
"(27, '38297')",0.068637073
"(27, '35451')",0.018992512
"(27, '31733')",0.013777211
"(27, '43651')",0.019272016
"(27, '14511')",0.008573609
"(27, '38296')",0.148875684
"(27, '19959')",0.033174112
"(27, '33652')",0.122032538
"(27, '31876')",0.015570974
"(27, '39263')",0.160203144
"(27, '36281')",0.016136626
"(27, '10338')",0.125468135
"(27, '14213')",0.015950324
"(27, '9976')",0.02068167
"(27, '1667')",0.007048784
"(27, '13132')",0.012211394
"(27, '23423')",0.019035544
"(27, '5143')",0.009813259
"(27, '30181')",0.010510577
"(27, '28114')",0.007532665
"(27, '28849')",0.052120991
"(27, '26186')",0.023594109
"(27, '39290')",0.151734769
"(27, '33848')",0.010838399
"(27, '16880')",0.01368339
"(27, '26241')",0.011557342
"(27, '17106')",0.006914884
"(27, '18811')",0.009672116
"(27, '37368')",0.017201342
"(27, '33768')",0.025088051
"(27, '18801')",0.023465136
"(27, '34152')",0.084525645
"(27, '11794')",0.020813433
"(27, '6800')",0.009030174
"(27, '30043')",0.011760561
"(27, '278')",0.01267243
"(27, '38405')",0.10853377
"(27, '43202')",0.024053212
"(27, '25058')",0.036149945
"(27, '4436')",0.014230074
"(27, '42435')",0.196564853
"(27, '16994')",0.077410772
"(27, '14255')",0.00887776
"(27, '16066')",0.014809635
"(27, '385')",0.014682579
"(27, '30630')",0.008655111
"(27, '1217')",0.029309999
"(27, '30702')",0.049424082
"(27, '34199')",0.008059532
"(27, '31643')",0.146722212
"(27, '27450')",0.009228333
"(27, '20334')",0.039967787
"(27, '30484')",0.010362013
"(706, '21737')",0.009189296
"(706, '41679')",0.009565158
"(706, '32603')",0.007353869
"(706, '25172')",0.007095588
"(706, '39842')",0.54083854
"(706, '26363')",0.009424112
"(706, '15711')",0.007912059
"(706, '1336')",0.009594075
"(706, '39992')",0.513223946
"(706, '29686')",0.006772756
"(706, '19485')",0.443739682
"(706, '13964')",0.00815018
"(706, '15806')",0.553279757
"(706, '9023')",0.534151495
"(706, '24519')",0.006569696
"(706, '27571')",0.482655048
"(706, '9636')",0.007905696
"(706, '9269')",0.009116963
"(706, '39385')",0.008931925
"(706, '6415')",0.006188607
"(706, '12905')",0.009366405
"(706, '41370')",0.009069344
"(706, '29363')",0.038464289
"(706, '18675')",0.542536139
"(706, '15139')",0.007103376
"(706, '22430')",0.430215836
"(706, '27367')",0.008220603
"(706, '37381')",0.538360238
"(706, '743')",0.006563683
"(706, '23752')",0.007764712
"(706, '9092')",0.032085896
"(706, '7354')",0.008728449
"(706, '18642')",0.556377292
"(706, '41369')",0.009666869
"(706, '24733')",0.337795228
"(706, '41027')",0.0086896
"(706, '26714')",0.00710601
"(706, '22352')",0.009675702
"(706, '30927')",0.086831726
"(706, '18996')",0.006599174
"(706, '23056')",0.006202668
"(706, '37862')",0.007880188
"(706, '30094')",0.019933399
"(706, '32938')",0.008994125
"(706, '39993')",0.505985618
"(706, '18500')",0.00671513
"(706, '29548')",0.005985347
"(706, '4322')",0.007162324
"(706, '1552')",0.494383395
"(706, '40795')",0.011438999
"(706, '35728')",0.341022253
"(706, '24905')",0.009589066
"(706, '3900')",0.00731488
"(706, '18649')",0.465566248
"(706, '2090')",0.432483941
"(706, '9740')",0.489501923
"(706, '33193')",0.008280651
"(706, '30302')",0.00682892
"(706, '26116')",0.007560892
"(706, '16128')",0.53306216
"(706, '26139')",0.55384922
"(706, '13427')",0.390485018
"(706, '401')",0.009415858
"(706, '2856')",0.477712601
"(706, '17115')",0.548999131
"(706, '37153')",0.02679015
"(706, '4033')",0.4428657
"(706, '10212')",0.011407471
"(706, '25154')",0.207988083
"(706, '39341')",0.008609811
"(706, '527')",0.006113911
"(706, '21548')",0.007868104
"(706, '29981')",0.007430746
"(706, '23112')",0.008882557
"(706, '2358')",0.024815716
"(706, '28467')",0.447219372
"(706, '16459')",0.008580933
"(706, '20340')",0.009452804
"(706, '15917')",0.008527345
"(706, '40835')",0.492796004
"(706, '15779')",0.008859459
"(706, '1656')",0.450695813
"(706, '20113')",0.007635891
"(706, '38021')",0.321709275
"(706, '39688')",0.007209125
"(706, '32159')",0.009021874
"(706, '31446')",0.009062215
"(706, '39820')",0.017323531
"(706, '2073')",0.332340181
"(706, '41184')",0.526517749
"(706, '31579')",0.521377265
"(706, '9982')",0.008671467
"(706, '8697')",0.187900275
"(706, '25965')",0.564353526
"(706, '37937')",0.322504669
"(706, '37809')",0.008733744
"(706, '9593')",0.485799372
"(706, '30997')",0.553501606
"(706, '28955')",0.007902253
"(706, '38771')",0.010169014
"(6706, '21326')",0.602456391
"(6706, '29470')",0.040238604
"(6706, '13891')",0.044441558
"(6706, '15208')",0.599402308
"(6706, '21776')",0.041198954
"(6706, '3618')",0.023640886
"(6706, '5685')",0.018709958
"(6706, '5102')",0.009063111
"(6706, '2942')",0.00999219
"(6706, '27243')",0.075630359
"(6706, '15428')",0.049810663
"(6706, '21769')",0.594779253
"(6706, '10438')",0.03012204
"(6706, '41254')",0.040885795
"(6706, '41432')",0.031046951
"(6706, '42902')",0.029509902
"(6706, '11574')",0.031132691
"(6706, '41175')",0.598479927
"(6706, '27875')",0.04103132
"(6706, '35022')",0.01929906
"(6706, '1567')",0.01698312
"(6706, '21554')",0.605250716
"(6706, '12530')",0.604893148
"(6706, '10028')",0.613023818
"(6706, '21633')",0.055069767
"(6706, '4758')",0.023341056
"(6706, '17810')",0.018332347
"(6706, '13587')",0.026080297
"(6706, '22462')",0.022640171
"(6706, '9660')",0.051870342
"(6706, '33334')",0.049337454
"(6706, '5830')",0.013059833
"(6706, '14249')",0.053958904
"(6706, '1210')",0.026459854
"(6706, '38756')",0.060361098
"(6706, '27394')",0.03230837
"(6706, '42209')",0.056837171
"(6706, '34379')",0.017232819
"(6706, '21204')",0.042751126
"(6706, '23014')",0.01002248
"(6706, '36969')",0.013517459
"(6706, '42290')",0.02183423
"(6706, '7115')",0.588809609
"(6706, '27171')",0.025012773
"(6706, '11823')",0.049287185
"(6706, '18307')",0.05601602
"(6706, '17873')",0.608563125
"(6706, '7346')",0.066160329
"(6706, '13078')",0.038424045
"(6706, '30210')",0.612079203
"(6706, '21098')",0.027272033
"(6706, '41995')",0.610101938
"(6706, '36004')",0.532160461
"(6706, '41037')",0.033777677
"(6706, '18062')",0.021709317
"(6706, '13220')",0.609231591
"(6706, '29942')",0.030338667
"(6706, '8798')",0.04594484
"(6706, '38864')",0.042222619
"(6706, '25941')",0.073929854
"(6706, '6772')",0.603896379
"(6706, '36634')",0.037727848
"(6706, '20863')",0.082290992
"(6706, '30482')",0.600058198
"(6706, '21152')",0.052161004
"(6706, '41121')",0.035840787
"(6706, '16081')",0.049780373
"(6706, '27485')",0.037981793
"(6706, '18145')",0.614842415
"(6706, '41994')",0.598114014
"(6706, '5569')",0.027584134
"(6706, '2314')",0.611339211
"(6706, '16260')",0.026063457
"(6706, '22583')",0.016992215
"(6706, '28294')",0.02868771
"(6706, '18679')",0.598012626
"(6706, '35722')",0.024448007
"(6706, '16764')",0.033486906
"(6706, '22099')",0.530041158
"(6706, '32585')",0.041782707
"(6706, '36829')",0.055006143
"(6706, '34572')",0.605141819
"(6706, '32707')",0.601842761
"(6706, '33944')",0.611225367
"(6706, '33430')",0.602581978
"(6706, '18037')",0.615059733
"(6706, '29872')",0.585012376
"(6706, '20842')",0.054606885
"(6706, '19105')",0.586427689
"(6706, '11285')",0.070495062
"(6706, '25179')",0.018951556
"(6706, '30282')",0.022970064
"(6706, '5241')",0.031563941
"(6706, '854')",0.034756336
"(6706, '13726')",0.599424243
"(6706, '10807')",0.625295758
"(6706, '41780')",0.027832055
"(6706, '9247')",0.604278803
"(6706, '40353')",0.602165997
"(6706, '10371')",0.530421138
"(-743, '8119')",0.007197838
"(-743, '17292')",0.009035893
"(-743, '2126')",0.006687863
"(-743, '40599')",0.006771666
"(-743, '17142')",0.543832183
"(-743, '37914')",0.011163762
"(-743, '37125')",0.464350939
"(-743, '38036')",0.010551703
"(-743, '29737')",0.007123448
"(-743, '32542')",0.501883686
"(-743, '11678')",0.008167945
"(-743, '40996')",0.006586036
"(-743, '23945')",0.450220793
"(-743, '16228')",0.006302811
"(-743, '7623')",0.008627824
"(-743, '2455')",0.007962914
"(-743, '9071')",0.008229024
"(-743, '14596')",0.53105104
"(-743, '25382')",0.010336734
"(-743, '30866')",0.014111497
"(-743, '35667')",0.008577072
"(-743, '30839')",0.53598088
"(-743, '256')",0.012620308
"(-743, '24742')",0.00617162
"(-743, '42418')",0.008157846
"(-743, '1017')",0.010330784
"(-743, '37971')",0.380553991
"(-743, '23312')",0.008239994
"(-743, '30542')",0.446431845
"(-743, '466')",0.00849327
"(-743, '8410')",0.010724169
"(-743, '39900')",0.007151092
"(-743, '30253')",0.054246563
"(-743, '9412')",0.007776286
"(-743, '39640')",0.008123077
"(-743, '8172')",0.008369266
"(-743, '22430')",0.381261885
"(-743, '28678')",0.008130306
"(-743, '6094')",0.008553756
"(-743, '9439')",0.010229596
"(-743, '32731')",0.007808401
"(-743, '34168')",0.0071019
"(-743, '34789')",0.029791586
"(-743, '18642')",0.470521063
"(-743, '5822')",0.49833414
"(-743, '24073')",0.46442166
"(-743, '30410')",0.007556701
"(-743, '40058')",0.052994169
"(-743, '43404')",0.006516011
"(-743, '11534')",0.020161102
"(-743, '38875')",0.006392263
"(-743, '18764')",0.006666344
"(-743, '38687')",0.008507746
"(-743, '5635')",0.487407804
"(-743, '14825')",0.008587694
"(-743, '8045')",0.353046626
"(-743, '36421')",0.45508948
"(-743, '16464')",0.007606614
"(-743, '29383')",0.009716029
"(-743, '26112')",0.011507357
"(-743, '2172')",0.006177708
"(-743, '20135')",0.012879543
"(-743, '29293')",0.005649436
"(-743, '23306')",0.159409672
"(-743, '18743')",0.006244786
"(-743, '1872')",0.013852232
"(-743, '27467')",0.010492676
"(-743, '17956')",0.439755291
"(-743, '18695')",0.008428498
"(-743, '42278')",0.007010687
"(-743, '32153')",0.452644706
"(-743, '32450')",0.011764076
"(-743, '6097')",0.00735586
"(-743, '30798')",0.005753859
"(-743, '41685')",0.012078989
"(-743, '13426')",0.030839754
"(-743, '17109')",0.012148561
"(-743, '9171')",0.007745189
"(-743, '41106')",0.009381673
"(-743, '29976')",0.013081075
"(-743, '19117')",0.007969531
"(-743, '24208')",0.008051325
"(-743, '18612')",0.008254296
"(-743, '11399')",0.005688404
"(-743, '3023')",0.36270991
"(-743, '15978')",0.008761317
"(-743, '38314')",0.009925533
"(-743, '22219')",0.359867305
"(-743, '27945')",0.432900935
"(-743, '28467')",0.522473574
"(-743, '5088')",0.009102083
"(-743, '8697')",0.450746536
"(-743, '34319')",0.507161498
"(-743, '43513')",0.008397431
"(-743, '19021')",0.227662906
"(-743, '20585')",0.437263489
"(-743, '36192')",0.010302342
"(-743, '43575')",0.009999055
"(-743, '4271')",0.249215797
"(-743, '1696')",0.00765287
"(2361, '24574')",0.008615446
"(2361, '29482')",0.006650528
"(2361, '18554')",0.008012767
"(2361, '18282')",0.007343984
"(2361, '37646')",0.006919844
"(2361, '10860')",0.01105704
"(2361, '25628')",0.289133757
"(2361, '21705')",0.412646681
"(2361, '2287')",0.007606517
"(2361, '41695')",0.315110087
"(2361, '2177')",0.007881168
"(2361, '25221')",0.007675515
"(2361, '4068')",0.30291456
"(2361, '5713')",0.006509547
"(2361, '27534')",0.293734819
"(2361, '13304')",0.012456451
"(2361, '30583')",0.438129574
"(2361, '22530')",0.006695143
"(2361, '10475')",0.102688812
"(2361, '22403')",0.241249159
"(2361, '31358')",0.35997045
"(2361, '18153')",0.02942691
"(2361, '2945')",0.009083978
"(2361, '24539')",0.011899072
"(2361, '4542')",0.35460186
"(2361, '10298')",0.007729373
"(2361, '43246')",0.007078493
"(2361, '15557')",0.10745056
"(2361, '17848')",0.195639715
"(2361, '26458')",0.017825782
"(2361, '36773')",0.012436177
"(2361, '19049')",0.016135309
"(2361, '37630')",0.012894956
"(2361, '34496')",0.006711415
"(2361, '30848')",0.283528894
"(2361, '13393')",0.048642989
"(2361, '42379')",0.216558248
"(2361, '34211')",0.006815545
"(2361, '590')",0.00662113
"(2361, '3056')",0.09717305
"(2361, '42188')",0.009240932
"(2361, '40542')",0.017765924
"(2361, '28896')",0.010043912
"(2361, '1671')",0.433498383
"(2361, '22459')",0.458459079
"(2361, '14327')",0.099002711
"(2361, '26627')",0.405375451
"(2361, '41521')",0.043162748
"(2361, '22477')",0.446651787
"(2361, '12549')",0.008977624
"(2361, '39035')",0.079936564
"(2361, '39012')",0.007701833
"(2361, '42697')",0.008709408
"(2361, '27431')",0.007083411
"(2361, '34950')",0.006795321
"(2361, '41696')",0.322606981
"(2361, '27541')",0.010461532
"(2361, '24169')",0.008325174
"(2361, '39230')",0.008259822
"(2361, '504')",0.282611221
"(2361, '13431')",0.007200026
"(2361, '43041')",0.008208171
"(2361, '7345')",0.006570511
"(2361, '36724')",0.007482993
"(2361, '30904')",0.396740347
"(2361, '18422')",0.052569177
"(2361, '34486')",0.392406553
"(2361, '20196')",0.006479042
"(2361, '30311')",0.007893724
"(2361, '31583')",0.008198082
"(2361, '38222')",0.010816811
"(2361, '43756')",0.418351799
"(2361, '20315')",0.006840857
"(2361, '17505')",0.006817326
"(2361, '13019')",0.007962409
"(2361, '21590')",0.009148392
"(2361, '40908')",0.25600639
"(2361, '37643')",0.008177638
"(2361, '39266')",0.006788581
"(2361, '11239')",0.399369836
"(2361, '37452')",0.012675609
"(2361, '17000')",0.008792438
"(2361, '28504')",0.397195905
"(2361, '40902')",0.008778209
"(2361, '19592')",0.326268703
"(2361, '10014')",0.260501832
"(2361, '28034')",0.01463276
"(2361, '24817')",0.421456844
"(2361, '29084')",0.007330126
"(2361, '10878')",0.008004421
"(2361, '39032')",0.027495392
"(2361, '38119')",0.434924692
"(2361, '22704')",0.008523883
